id,Peptides,Unique peptides,Sequence coverage [%],Mol. weight [kDa],Q-value,Score,Intensity,MS/MS count,Protein ID,Log2 enrichment,Log10,T-test Significant,Test statistic,Sample_1_Control,Sample_2_Control,Sample_3_Control,Patient_1,Patient_2,Patient_3
561,3,3,29.6,15.397,0,7.7766,87878000,12,917,0.864852,0.938426,,2.19944,22.4165,21.8028,23.021,22.524,23.3785,23.3785
2137,2,2,26.3,10.5,0,68.031,75121000,12,397,0.847831,0.703892,,1.64881,22.0911,21.8671,23.5293,22.1702,22.7814,22.7814
1745,2,2,10.6,25.079,0,4.5511,69312000,11,42,0.845496,1.38854,+,3.45206,21.5691,21.1224,22.3165,21.9134,22.3439,22.3439
598,3,3,23.2,21.058,0,7.8376,52535000,12,894,0.835421,0.667589,,1.56752,20.9029,21.188,22.4608,21.1023,22.0795,22.0795
1151,6,6,23,27.647,0,12.276,331310000,27,456,0.834843,0.808584,,1.88848,24.1058,23.6752,25.2868,24.1819,24.7074,24.7074
996,4,4,16.5,37.821,0,27.685,78731000,13,491,0.834337,0.928863,,2.17593,22.0982,21.7934,22.8467,22.259,23.2349,23.2349
1138,13,13,41.4,53.165,0,262.68,586200000,90,515,0.83347,1.70765,+,4.57451,24.3409,24.5705,25.2543,25.0929,25.5203,25.5203
1387,6,4,25.1,35.08,0,13.378,43642000,7,303,0.817651,0.458986,,1.11114,21.4718,20.6486,22.4977,20.8488,22.2871,22.2871
1215,11,11,32.7,55.992,0,158.98,467740000,52,888,0.812141,1.0765,,2.55128,24.3348,24.2119,25.5436,24.7108,25.0022,25.0022
575,3,3,28.6,13.393,0,21.635,80555000,12,913,0.807973,1.16038,,2.77771,21.8073,21.5899,22.8449,22.1036,22.5711,22.5711
1167,9,9,52.3,26.411,0,106.07,699630000,58,406,0.800862,0.950075,,2.22822,24.981,24.9706,26.2716,25.3084,25.7499,25.7499
1923,3,3,12.8,27.277,0,7.8503,68732000,16,92,0.800296,1.2696,,3.08906,21.6689,21.3953,22.4819,22.5498,21.9655,21.9655
813,3,3,27.9,14.582,0,23.872,115280000,13,869,0.799653,0.497986,,1.19573,21.4982,22.3439,23.5894,22.041,22.5318,22.5318
1120,8,8,46.9,26.489,0,114.94,365710000,51,773,0.795508,1.40825,+,3.51484,24.1902,23.8425,25.0993,24.6687,24.6676,24.6676
1169,3,3,25.1,25.357,0,11.217,192940000,18,176,0.792914,1.12574,,2.68293,23.0759,23.2991,24.3827,23.6263,23.9322,23.9322
632,9,9,55.7,16.837,0,147.29,2281600000,77,753,0.790752,0.56377,,1.33881,26.7205,26.6644,28.2258,26.6498,27.574,27.574
1170,9,9,43,28.48,0,105.65,331810000,51,501,0.788599,0.878061,,2.05274,24.0896,23.6162,25.1677,24.3345,24.4222,24.4222
1298,26,26,67.8,59.67,0,249.8,1928400000,182,704,0.782022,1.03531,,2.44376,26.148,26.3799,27.5051,26.7035,26.9293,26.9293
7,9,9,53,25.898,0,106.4,418510000,55,829,0.781917,1.01635,,2.39502,24.5237,23.8262,25.245,24.7236,24.9019,24.9019
800,10,10,54.8,27.887,0,212.96,847160000,81,379,0.779785,0.875175,,2.04582,25.4767,24.9835,26.4686,25.5735,25.9874,25.9874
1576,5,4,30.1,20.811,0,98.704,248890000,35,931,0.772995,0.594002,,1.40494,23.4817,23.1464,24.7237,23.3074,24.2301,24.2301
955,13,13,30.9,59.755,0,34.133,261600000,45,927,0.771603,1.62445,+,4.25855,23.3643,23.5213,24.196,23.9941,24.4531,24.4531
1371,43,43,73.2,89.321,0,323.31,5490100000,347,42,0.760988,1.00738,,2.37213,27.7493,28.03,28.8917,28.1809,28.8794,28.8794
1830,7,7,7.7,134.55,0,29.846,95031000,11,745,0.760546,0.602766,,1.42418,21.7365,22.0133,22.3174,23.4413,22.1477,22.1477
606,9,9,51.7,22.842,0,44.426,885060000,64,887,0.760001,0.833653,,1.94722,25.8079,25.0117,26.5311,25.8558,26.1225,26.1225
850,4,3,24.1,18.762,0,5.2663,45480000,13,58,0.751776,0.360231,,0.895987,22.1015,20.4098,22.7158,21.2344,22.0721,22.0721
1329,26,26,54.6,59.62,0,128.5,1683100000,178,675,0.748751,1.55013,+,3.99092,26.0701,26.1978,27.1388,26.6542,26.8552,26.8552
1532,5,5,8.9,83.549,0,9.0465,51551000,9,665,0.746264,0.892755,,2.08809,21.3605,20.4686,21.8372,21.6606,21.4847,21.4847
208,3,3,12.8,29.573,0,45.399,149570000,23,499,0.73352,0.340306,,0.852126,21.5075,23.7379,23.0565,23.3553,23.6569,23.6569
1137,9,9,40.7,23.742,0,29.34,468540000,54,143,0.728343,0.620487,,1.46316,24.6388,24.1612,25.7019,24.4644,25.2187,25.2187
1307,24,24,59.3,60.533,0,81.985,2018000000,172,670,0.723819,1.48053,+,3.75193,26.3152,26.3974,27.3747,26.9176,26.948,26.948
1039,28,27,44.5,72.332,0,323.31,4794000000,307,966,0.723612,0.9572,,2.24589,27.4953,27.9233,28.8063,28.0552,28.4372,28.4372
530,17,17,56.4,44.323,0,132.31,595090000,86,113,0.720741,1.37785,+,3.41833,24.6089,24.8002,25.6834,25.1517,25.4406,25.4406
2067,5,5,32.5,16.648,0,13.974,157620000,17,492,0.719407,0.686972,,1.61083,23.0808,22.7101,24.1752,23.036,23.6333,23.6333
450,3,2,2.7,138.86,0,13.905,34434000,10,663,0.711398,1.30711,+,3.2007,20.9232,20.6413,21.4389,21.2625,21.7795,21.7795
1664,5,5,19.6,44.468,0,21.899,108420000,17,983,0.706154,0.544192,,1.29613,22.6714,22.3404,23.5281,22.3968,23.7112,23.7112
1389,27,15,66.5,46.153,0,323.31,4785700000,260,495,0.705236,0.95784,,2.24748,27.6005,27.6649,28.6359,27.8579,28.5201,28.5201
108,5,5,8,101.2,0,17.25,47898000,20,689,0.697435,0.756575,,1.76836,21.4741,20.9461,22.3049,21.4057,22.0119,22.0119
1334,10,10,64.3,23.489,0,89.762,375850000,48,738,0.695559,1.39857,+,3.48392,24.0976,23.7981,24.8542,24.4115,24.6644,24.6644
1422,11,10,35.9,44.784,0,28.399,456260000,51,506,0.694626,0.971968,,2.28273,23.8344,24.281,25.1002,24.7398,24.417,24.417
287,7,7,20.7,43.867,0,30.198,92098000,18,810,0.685096,0.649146,,1.52652,22.5615,21.8751,23.386,22.3974,22.9267,22.9267
1247,20,20,49.3,58.024,0,129.39,1553200000,151,940,0.683784,1.35331,+,3.34176,25.9349,26.254,27.0294,26.6016,26.7038,26.7038
1041,35,31,54.8,70.897,0,323.31,15293000000,456,839,0.6651,0.864316,,2.01987,29.3277,29.3543,30.4328,29.551,30.0346,30.0346
1330,16,16,41.4,57.924,0,237.71,1101800000,128,725,0.653727,1.41857,+,3.54801,25.68,25.3098,26.3365,26.0743,26.0351,26.0351
1990,4,4,25.2,40.317,0,24.606,116970000,19,586,0.644053,0.818758,,1.91225,22.9811,22.1751,23.3321,23.3481,22.9862,22.9862
1479,15,2,37.4,42.051,0,17.7,3993100000,41,268,0.643572,0.505167,,1.21132,27.2239,27.2563,28.5994,27.1742,27.8774,27.8774
2005,4,4,5.3,97.394,0.0010947,2.744,29486000,5,325,0.637952,0.69867,,1.63707,20.679,20.7257,21.9424,21.0093,21.0691,21.0691
1543,8,8,36.9,28.723,0,24.284,99320000,19,663,0.636714,0.565878,,1.34341,22.7811,21.6411,22.979,22.5243,23.0402,23.0402
1896,26,26,63.2,59.366,0,304.18,1489700000,160,466,0.63588,0.927163,,2.17177,25.8708,26.2382,27.0482,26.3548,26.6682,26.6682
1382,5,5,22.7,27.978,0,43.018,115830000,23,472,0.634369,0.517863,,1.23888,21.3409,22.6719,22.5352,22.8374,22.5498,22.5498
2092,6,6,22.7,40.572,0,37.679,78361000,19,153,0.632413,0.3863,,0.953071,22.6561,21.373,23.3034,22.0784,22.5591,22.5591
891,15,15,57.4,29.062,0,68.037,1089800000,83,575,0.632073,0.423961,,1.03511,24.7452,26.1439,25.6136,26.1622,26.4541,26.4541
1491,27,27,64.7,57.488,0,323.31,2202900000,197,688,0.629998,1.09212,,2.59267,26.6249,26.5366,27.5205,26.876,27.2358,27.2358
510,14,12,26.9,68.903,0,142.68,306770000,53,173,0.623284,0.604335,,1.42762,23.45,24.1458,24.9568,24.0703,24.2365,24.2365
957,5,5,79.6,11.139,0,28.155,619970000,42,963,0.623093,0.339636,,0.850647,25.0679,24.2415,26.198,24.4178,25.2175,25.2175
1671,5,4,19.5,51.539,0,13.399,140700000,20,826,0.622834,0.424845,,1.03703,22.3224,22.7654,22.2849,23.7382,23.477,23.477
966,10,10,77.1,22.782,0,64.561,1132200000,88,105,0.619274,0.855125,,1.998,25.6489,25.3655,26.4254,25.6841,26.27,26.27
138,26,12,50.8,70.108,0,173.68,2789600000,208,852,0.607611,0.435483,,1.06014,26.8653,26.9067,28.3256,26.8098,27.3454,27.3454
1663,18,18,23.2,126.97,0,48.245,516700000,73,366,0.601178,0.865317,,2.02226,24.835,24.4024,25.2529,24.8695,25.5372,25.5372
0,3,3,28.1,14.45,0,7.0909,54704000,16,395,0.599307,0.286226,,0.731682,22.1237,20.3892,22.3416,21.0852,22.1406,22.1406
1033,5,5,57.1,11.737,0,22.149,1150000000,55,726,0.598274,0.521235,,1.24621,26.0195,25.3649,26.81,25.7063,26.355,26.355
1358,4,4,26.8,14.395,0,14.962,256460000,29,386,0.597175,0.481095,,1.15909,24.0812,23.248,24.8375,23.7381,24.2096,24.2096
1241,24,24,43.7,73.68,0,323.31,3331100000,241,967,0.595088,0.993852,,2.33779,27.1961,27.3498,28.1292,27.4934,27.9815,27.9815
750,6,6,41.1,26.738,0,91.935,237830000,28,755,0.594414,1.01273,,2.38576,23.6102,23.0528,23.962,24.0897,23.726,23.726
725,7,7,10.4,93.296,0,16.85,59685000,12,0,0.59367,1.41503,+,3.53661,21.5039,21.704,22.4199,22.1469,22.026,22.026
337,3,3,6.3,58.44,0,13.69,140270000,16,1024,0.589343,1.06134,,2.51143,22.3858,22.6822,23.3491,22.8132,23.2079,23.2079
1103,25,25,59.2,60.343,0,323.31,1485500000,114,349,0.586958,1.02116,,2.40734,25.9916,26.1102,27.009,26.4394,26.4651,26.4651
168,5,5,12.5,59.897,0,47.539,66439000,10,382,0.586774,0.37714,,0.933046,21.8055,20.4449,22.1875,21.1923,21.7561,21.7561
1043,7,7,27.6,37.514,0,25.007,194680000,34,829,0.584664,0.771346,,1.80225,22.9299,23.173,24.1083,23.4864,23.3137,23.3137
555,5,5,25.4,47.27,0,23.607,70161000,12,478,0.578147,2.02223,+,5.94837,21.7869,21.798,22.4401,22.4514,22.2203,22.2203
1327,4,4,14.6,42.403,0,7.0673,39904000,13,255,0.576486,0.419935,,1.02636,21.5415,20.2771,21.7649,21.0149,21.6775,21.6775
1890,2,2,10.3,33.526,0,25.104,18664000,7,461,0.575376,0.413885,,1.0132,20.9067,19.9402,21.5816,20.4037,21.0111,21.0111
874,11,8,6.7,275.66,0,20.001,56676000,17,176,0.572228,0.52792,,1.26073,21.6064,21.2808,22.2777,21.3437,22.4261,22.4261
159,11,11,39.2,43.831,0,70.741,386940000,60,452,0.569684,0.572338,,1.35752,24.663,23.6768,24.7243,24.4757,25.0187,25.0187
17,5,5,43.2,17.629,0,6.531,91514000,12,186,0.565051,0.17393,,0.470654,23.4031,20.1901,22.4848,22.2538,22.3464,22.3464
699,4,4,36.9,15.156,0,53.883,328330000,30,41,0.563097,0.524645,,1.25362,24.1096,24.196,25.3532,24.1592,24.6353,24.6353
558,3,3,33.8,8.8863,0,7.7703,41089000,13,279,0.55052,1.02971,,2.4293,20.5803,21.1589,21.3125,21.4665,21.4814,21.4814
1118,8,8,66,17.699,0,91.171,378990000,48,683,0.549991,0.532951,,1.27167,24.4556,24.2184,25.4906,24.3631,24.8073,24.8073
1273,5,5,10.6,63.541,0,6.5787,113680000,10,818,0.539454,0.787841,,1.8403,22.6621,21.9022,22.7121,22.8405,22.9122,22.9122
1168,7,7,44.7,29.204,0,69.762,415690000,48,52,0.535497,0.686146,,1.60898,24.7005,24.1815,25.3958,24.7521,24.7817,24.7817
2100,15,15,45.8,50.227,0,165.09,798300000,93,995,0.534405,1.43413,+,3.59848,25.329,25.1113,25.9352,25.6062,25.7222,25.7222
1394,6,6,38.2,23.545,0,30.924,100990000,29,802,0.522145,0.498698,,1.19728,22.0451,22.3362,23.1661,22.0774,22.8948,22.8948
1316,2,2,12.8,24.976,0,7.6523,52748000,13,87,0.519737,0.560324,,1.33129,22.0156,21.0701,22.2169,22.167,21.8038,21.8038
1648,8,7,31.3,36.413,0,100.27,262610000,34,299,0.516285,0.492859,,1.18461,23.9763,23.133,24.3738,23.6108,24.2283,24.2283
1626,20,20,30.4,97.169,0,253.67,755900000,86,766,0.511915,0.518811,,1.24094,25.4202,24.5352,25.747,25.1143,25.6076,25.6076
1150,5,5,22.1,29.555,0,41.931,289860000,21,210,0.51182,0.872831,,2.04021,24.1869,23.6991,24.7193,24.3591,24.2861,24.2861
509,4,4,51.9,14.374,0,17.376,104870000,31,864,0.50832,0.325124,,0.818541,21.4707,22.7592,22.1168,23.1709,22.5821,22.5821
297,7,7,49.7,16.29,0,34.28,561760000,55,1013,0.503183,1.02435,,2.41553,24.7133,24.6828,25.4615,24.9066,25.2357,25.2357
272,2,2,20.6,17.605,0.00058343,3.3413,47825000,9,849,0.499172,0.713737,,1.671,21.8477,21.262,22.3555,21.8215,21.9851,21.9851
2097,20,20,49.2,51.156,0,244.69,792450000,105,646,0.494941,1.12829,,2.68984,25.274,25.3213,26.0393,25.5479,25.7906,25.7906
47,3,3,14.3,31.102,0,47.543,37401000,10,463,0.493468,1.94957,+,5.60341,20.9075,20.8519,21.4912,21.2618,21.3665,21.3665
1754,2,2,21,16.628,0,14.725,53215000,13,460,0.487491,0.229714,,0.60268,22.3905,20.9303,22.931,21.3266,22.186,22.186
1603,13,12,37,50.679,0,43.77,656360000,82,843,0.484999,1.28135,,3.12376,24.7822,25.1304,25.5726,25.3638,25.3875,25.3875
1630,4,4,5.1,157.18,0,22.793,54010000,13,470,0.4829,0.348907,,0.871086,20.9113,22.2679,22.2121,22.2828,21.7225,21.7225
928,5,5,35.5,23.772,0,39.506,113270000,21,56,0.476188,0.226337,,0.594839,21.2399,23.3307,22.7066,23.0307,22.5473,22.5473
1191,2,2,27.1,22.04,0,24.697,57519000,20,735,0.475057,0.253855,,0.658269,21.4287,22.2124,23.0782,21.3346,22.474,22.474
278,3,3,10.9,48.099,0,9.0946,136930000,22,131,0.47083,1.16331,,2.7858,22.5795,22.9294,23.0823,23.3708,23.2227,23.2227
823,17,17,44.8,60.977,0,112.49,756480000,97,606,0.470166,1.64161,+,4.32228,25.1149,25.2513,25.6855,25.5112,25.7631,25.7631
425,18,18,28.4,102.33,0,197.59,430460000,93,361,0.466044,0.193022,,0.516481,23.1104,25.4888,24.6102,24.6608,25.0258,25.0258
1644,9,7,46.1,37.497,0,218.25,1231600000,87,515,0.462699,1.51448,+,3.86716,25.8663,25.7297,26.3773,26.098,26.3069,26.3069
2021,3,3,43.4,14.665,0,12.559,54256000,10,1040,0.462092,0.297633,,0.757291,21.3751,21.6751,22.8803,21.7632,21.3182,21.3182
1313,4,4,25.4,22.949,0,26.77,177160000,27,402,0.459247,0.668134,,1.56874,23.1991,23.0468,24.0201,23.2953,23.4311,23.4311
251,25,25,45.5,70.901,0,323.31,9752100000,215,759,0.458049,0.526917,,1.25855,28.5016,29.1901,28.9366,29.3507,29.6244,29.6244
1218,4,4,52.9,13.569,0,6.8184,87567000,15,872,0.456231,0.289945,,0.740043,21.709,22.6914,23.4207,22.2053,22.3434,22.3434
1544,18,15,75.4,22.11,0,52.204,9008000000,186,878,0.454056,0.689236,,1.6159,28.9006,28.6408,29.5834,28.8758,29.215,29.215
720,2,2,5.3,52.541,0.00057904,3.2789,61945000,12,774,0.452033,0.728178,,1.70367,21.5383,22.2091,22.4573,22.2951,22.2248,22.2248
781,14,14,39.3,47.463,0,120.26,712160000,75,326,0.445755,0.905119,,2.11801,25.1161,25.226,25.9347,25.4275,25.4883,25.4883
1891,5,5,10.7,50.096,0,7.3557,29885000,8,17,0.44416,0.171206,,0.464055,22.3842,19.9312,22.0403,21.3608,21.4043,21.4043
1223,33,29,24.2,226.53,0,323.31,831340000,134,1019,0.441253,0.618952,,1.45978,25.541,25.0308,26.0849,25.4902,25.6064,25.6064
1498,3,3,29.5,20.116,0,9.3723,61160000,19,44,0.438056,0.248819,,0.646738,20.8563,22.4138,21.6202,22.5555,22.0435,22.0435
1894,10,8,32.3,42.823,0,76.343,189410000,33,72,0.430828,0.347962,,0.869006,23.4003,23.1464,24.1869,22.9613,23.9643,23.9643
782,11,11,32.2,52.904,0,73.537,293400000,50,498,0.428456,2.86766,+,11.6568,23.901,23.9166,24.392,24.3212,24.2987,24.2987
1832,4,4,13.2,52.228,0,31.365,38538000,8,330,0.422936,1.04955,,2.48067,21.0722,21.4367,21.8009,21.5281,21.7032,21.7032
864,4,4,17,45.745,0,19.489,51742000,10,764,0.417756,0.393783,,0.969407,21.3243,21.9858,22.0883,22.5391,21.591,21.591
1343,15,15,47.8,57.861,0,216.25,668450000,80,217,0.411785,0.919045,,2.15191,24.8296,25.1652,25.4431,25.2002,25.5843,25.5843
1134,6,6,11.1,89.786,0,26.092,88018000,18,187,0.409503,0.205752,,0.546648,22.6072,21.708,21.6359,23.4297,22.6356,22.6356
348,2,2,28.6,9.7261,0,7.2477,51960000,4,439,0.406029,0.214686,,0.567647,21.8511,21.0205,22.6057,20.9023,22.0174,22.0174
1935,4,4,18.4,30.243,0,7.5899,75669000,25,800,0.401,0.32518,,0.818665,21.26,22.2402,21.8128,22.6456,21.995,21.995
1200,11,11,49.4,44.868,0,101.44,531650000,78,831,0.394968,0.764009,,1.78539,24.8734,24.4361,25.2588,25.0317,24.8586,24.8586
1266,5,5,8.8,97.321,0,18.22,47308000,12,102,0.39145,0.793298,,1.85294,21.4266,21.1697,21.8046,21.3999,21.8643,21.8643
733,2,2,13,24.955,0,5.395,117560000,18,169,0.389119,0.171962,,0.465889,21.3967,23.4348,22.319,23.2482,22.8475,22.8475
1665,11,6,43.1,47.82,0,16.983,629680000,28,671,0.386964,0.375744,,0.929993,24.7567,25.358,25.9424,25.0077,25.383,25.383
1054,6,6,14.9,57.41,0,18.653,72335000,20,151,0.386517,0.505204,,1.2114,21.4853,22.3242,22.3658,22.3101,22.1979,22.1979
1421,11,11,35.9,49.184,0,297.75,435890000,62,511,0.375086,2.06998,+,6.18498,24.6188,24.6152,25.0242,24.8996,25.0525,25.0525
959,11,11,35.3,48.534,0,29.206,299010000,47,424,0.373849,0.40519,,0.99427,23.9429,23.9926,24.8876,23.8946,24.2426,24.2426
1936,4,4,13.5,36.908,0,8.2772,87583000,18,589,0.371971,0.510791,,1.22352,21.6618,22.3416,22.3116,22.6237,22.1857,22.1857
1470,4,4,27.6,18.658,0,55.355,168850000,30,644,0.366291,0.245589,,0.639325,23.6888,22.8225,24.3124,23.063,23.4904,23.4904
250,7,7,11.4,103.39,0,213.24,468130000,59,998,0.364631,0.351001,,0.875696,23.8712,24.2798,24.0561,25.0318,24.2325,24.2325
1628,14,14,40.4,45.531,0,40.92,485860000,82,1033,0.361462,0.831524,,1.94221,24.6085,24.7581,25.2501,24.7836,25.1006,25.1006
213,12,12,14.6,136.02,0,36.982,171910000,44,506,0.33135,0.445161,,1.08115,22.7689,23.1652,23.4838,23.5283,22.8832,22.8832
1306,20,20,44.7,85.237,0,323.31,1158400000,153,945,0.31226,0.470504,,1.13612,26.2371,25.8187,26.582,25.9994,26.4391,26.4391
1709,5,5,16.8,26.238,0,6.4479,207470000,18,999,0.306095,0.157653,,0.430969,23.0867,23.5153,22.6593,24.515,23.647,23.647
78,10,10,38,45.796,0,26.71,430040000,51,768,0.305224,2.28367,+,7.3504,24.4409,24.4446,24.8106,24.7042,24.7289,24.7289
1361,16,16,36.6,59.143,0,36.782,397070000,71,473,0.304947,0.328924,,0.826961,24.1713,24.7315,24.8491,24.3102,25.1098,25.1098
277,4,4,6.8,84.277,0,8.99,39206000,14,78,0.303331,0.362993,,0.90205,21.5322,21.2079,22.1512,21.357,21.5119,21.5119
1528,17,17,30.5,85.595,0,318.24,347530000,65,916,0.300026,0.384479,,0.949093,24.2149,24.0605,24.7922,23.9782,24.5427,24.5427
1577,19,19,31.6,100.2,0,145.72,464810000,81,221,0.299107,1.11699,,2.65928,24.5983,24.6459,25.0848,24.7932,24.8856,24.8856
1026,6,4,53.9,13.509,0,17.725,3138000000,41,604,0.296417,0.540831,,1.28882,27.3503,27.5926,28.0912,27.6523,27.5601,27.5601
1614,7,7,22.6,57.466,0,99.217,144450000,29,747,0.274927,0.332595,,0.835088,23.4086,22.8861,23.7407,23.0377,23.4885,23.4885
1351,12,10,70.3,32.922,0,84.666,604900000,67,222,0.274155,1.26056,,3.06253,25.1305,25.066,25.4774,25.2483,25.3915,25.3915
1252,2,2,9.3,40.556,0.0021075,2.2458,20102000,3,65,0.270826,0.658053,,1.5463,20.599,20.1826,20.7178,20.7311,20.5361,20.5361
1586,4,4,22.7,20.63,0,85.405,237730000,32,654,0.267774,0.195916,,0.523365,24.1292,23.0882,24.3229,23.4279,23.8786,23.8786
929,8,8,17.1,66.294,0,26.013,158510000,45,883,0.263965,0.40052,,0.984097,23.2747,22.9411,23.7303,23.1198,23.2654,23.2654
1540,2,2,6.4,42.316,0.00056306,3.0022,140750000,12,621,0.26289,0.216792,,0.57258,21.9022,23.0675,22.5278,22.9184,22.797,22.797
2028,6,6,15.4,76.644,0,24.583,99526000,23,299,0.257586,0.286066,,0.731322,21.8796,22.5804,22.1963,22.8253,22.4411,22.4411
39,17,17,27.5,105.85,0,211.48,556380000,95,88,0.257216,0.892528,,2.08754,24.9744,24.7404,25.0103,25.0926,25.2408,25.2408
747,3,3,7.8,62.395,0,8.484,44450000,6,892,0.255953,0.395759,,0.973716,21.6994,22.2459,22.2876,21.9821,22.4161,22.4161
1375,5,5,33.9,35.54,0,21.988,70972000,18,218,0.254192,0.288618,,0.737062,22.5146,22.0017,22.9569,22.2804,22.2997,22.2997
621,12,7,45,49.229,0,208.02,2047000000,103,734,0.247099,0.528112,,1.26115,26.6777,27.1625,27.2488,27.0532,27.1997,27.1997
1229,18,18,51.7,48.633,0,46.865,450560000,78,403,0.246603,0.339635,,0.850646,24.2056,24.8709,24.8766,24.5537,24.9242,24.9242
267,19,19,61.5,41.581,0,148.4,2237800000,128,741,0.238624,0.273457,,0.702863,26.3521,27.0818,26.6472,27.0549,27.1647,27.1647
1447,11,11,60.2,11.367,0,33.084,6483500000,99,198,0.23217,0.23581,,0.616795,28.5009,28.6307,29.3356,28.7137,28.3446,28.3446
1815,8,8,27.5,47.611,0,73.989,227300000,39,823,0.230937,0.391149,,0.963659,23.0328,23.658,23.65,23.5793,23.4996,23.4996
1369,9,9,30.5,40.736,0,122.23,280170000,42,741,0.228151,0.254627,,0.660035,24.1524,24.0235,24.6946,23.8052,24.4487,24.4487
1084,20,20,36.6,81.744,0,152.95,1387100000,144,580,0.227926,0.117462,,0.330112,26.2133,25.7852,25.223,26.966,26.4926,26.4926
1574,10,8,52,30.54,0,40.842,628390000,64,401,0.220514,0.330906,,0.83135,25.116,25.0022,25.5088,24.8752,25.4549,25.4549
1295,4,4,24.4,32.551,0,23.23,121220000,23,14,0.217876,0.242536,,0.632305,22.7816,22.776,23.4292,22.5095,23.0513,23.0513
1580,24,24,43.2,88.549,0,170.19,1101100000,177,236,0.216086,1.41574,+,3.5389,25.9469,25.9104,26.2359,26.1113,26.087,26.087
1645,8,6,38.8,38.15,0,24.521,1006800000,59,618,0.214636,0.273125,,0.702111,25.6558,25.9524,26.4457,25.7078,25.9027,25.9027
170,6,6,24.9,33.935,0,11.249,64606000,19,391,0.208871,0.135527,,0.375995,22.4976,21.6917,22.7976,21.5982,22.5147,22.5147
1258,10,4,40.2,42.293,0,10.602,95991000,14,368,0.205271,0.189575,,0.508262,22.2915,23.2924,23.1571,22.7623,23.0722,23.0722
1708,16,16,45.3,64.135,0,137.08,1828600000,127,477,0.2042,0.0739095,,0.215061,26.1787,26.1981,24.9404,27.3212,26.9162,26.9162
2089,15,15,54,42.945,0,131.24,370760000,51,64,0.202195,0.499795,,1.19966,24.4182,24.2078,24.6386,24.2843,24.6227,24.6227
619,6,6,23.9,46.306,0,16.386,165210000,22,882,0.187269,0.159975,,0.436668,23.6169,23.025,24.0537,23.0929,23.3781,23.3781
1204,11,11,43,27.679,0,176.94,647860000,79,248,0.179153,0.0973504,,0.277831,25.4224,24.5374,24.3019,25.5473,25.628,25.628
702,2,2,21.1,19.325,0,11.626,32694000,15,984,0.176495,0.136551,,0.378566,20.493,21.203,20.6505,21.6119,20.811,20.811
1974,2,2,10.1,24.279,0,5.9973,45414000,6,148,0.170054,0.0695995,,0.20328,22.4078,21.2302,23.0787,21.2945,21.594,21.594
110,6,5,42.3,15.763,0,13.43,516520000,31,962,0.162537,0.250395,,0.650351,24.4267,24.8746,24.8943,25.0121,24.5332,24.5332
816,21,21,58.2,62.039,0,323.31,2915600000,259,979,0.162484,0.108961,,0.308177,26.7349,27.7118,26.7955,27.7014,27.6606,27.6606
539,3,3,32.9,16.729,0,10.621,59758000,19,993,0.15987,0.145064,,0.399845,21.2146,22.2635,21.7704,21.9813,21.945,21.945
69,19,19,35.1,88.02,0,225.21,644670000,88,551,0.156912,0.0664474,,0.194614,23.8285,25.6759,24.2652,25.3079,25.1543,25.1543
1269,10,10,36.8,47.366,0,128.19,417090000,52,422,0.152965,0.546394,,1.30093,24.748,24.5972,24.8997,24.9113,24.6657,24.6657
256,14,14,29.5,77.592,0,24.374,342100000,57,445,0.145745,0.310084,,0.785107,24.2559,24.678,24.6375,24.4699,24.7307,24.7307
560,4,4,13,50.519,0,35.826,40333000,11,962,0.140425,0.0772395,,0.224109,21.8416,21.3037,22.613,21.0987,21.4275,21.4275
1376,8,4,26.3,49.263,0,55.465,104550000,26,642,0.134485,0.169277,,0.459371,22.2564,22.9611,22.8932,22.7834,22.5531,22.5531
890,16,5,59.4,35.611,0,202.82,2212300000,173,669,0.133813,0.132054,,0.367246,26.4301,27.283,26.7338,27.2066,27.0309,27.0309
1582,18,18,80.9,36.501,0,184.05,4241800000,167,630,0.132944,0.125829,,0.351482,27.4391,28.0531,27.4125,28.1109,28.1138,28.1138
653,2,2,40.3,7.8036,0,18.298,25184000,6,103,0.120145,0.0458928,,0.136984,22.5927,20.2836,21.3003,21.645,21.7296,21.7296
1,8,7,39.4,34.081,0,48.94,287120000,68,225,0.116233,0.172941,,0.468261,24.3665,23.9099,24.5324,24.1449,24.086,24.086
1874,12,12,36.3,46.276,0,137.93,302500000,53,237,0.112435,0.0596793,,0.175857,24.1609,23.648,23.1154,24.7135,24.2218,24.2218
1146,19,19,30.1,90.98,0,179.3,459660000,87,292,0.101514,0.133074,,0.369819,24.6923,25.0329,25.1951,24.5905,25.1067,25.1067
1775,6,6,9.4,109.42,0,15.623,86231000,19,1031,0.0703573,0.0511377,,0.151882,22.0392,22.9807,22.2076,23.0125,22.5209,22.5209
589,8,8,11.3,113.63,0,66.956,126520000,30,404,0.0615791,0.107384,,0.304082,23.0532,23.1601,23.457,22.9321,23.1157,23.1157
2053,9,9,55.9,24.484,0,221.99,1400300000,98,867,0.0579764,0.0472233,,0.140777,25.7104,26.5838,25.8946,26.1545,26.566,26.566
1147,13,13,54.7,34.258,0,42.276,657190000,61,978,0.0575596,0.0289695,,0.0879323,25.8264,24.9263,24.5997,25.6347,26.0673,26.0673
1578,5,4,20.2,31.263,0,30.703,298190000,34,1004,0.0543311,0.0534968,,0.158538,23.721,24.4685,24.099,24.4383,23.9099,23.9099
